CompoundName,CleanName,CompoundID,LipidABV,Formula,Mass,RT,LargerLipidGroup.ABV,LargerLipidGroup,LIPIDClass_CommonName,LipidClass_LIPID_MAPS,LIPID_MAPS
SM d38:1,SM d38:1,SM.d38:1__Np,SM,C43 H87 N2 O6 P,758.6299,9.3,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d38:1,SM d38:1,SM.d38:1__Pp,SM,C43 H87 N2 O6 P,758.6299,9.27,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d38:1,SM d38:1,SM.d38:1__Pp,SM,C43 H87 N2 O6 P,758.63,9.25,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d38:1,SM d38:1,SM.d38:1__Pp,SM,C43 H87 N2 O6 P,758.6299,9.3,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d38:1,SM d38:1,SM.d38:1__Np,SM,C43 H87 N2 O6 P,758.6299,9.27,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d38:1,SM d38:1,SM.d38:1__Np,SM,C43 H87 N2 O6 P,758.63,9.25,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d38:1,SM d38:1,SM.d38:1__Np,SM,C43 H87 N2 O6 P,758.6299,9.3,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d39:1,SM d39:1,SM.d39:1__Np,SM,C44 H89 N2 O6 P,772.6456,9.73,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d40:1,SM d40:1,SM.d40:1__Np,SM,C45 H91 N2 O6 P,786.6612,10.17,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d40:1,SM d40:1,SM.d40:1__Np,SM,C45 H91 N2 O6 P,786.662,10.15,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d40:1,SM d40:1,SM.d40:1__Np,SM,C45 H91 N2 O6 P,786.6613,10.15,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d40:1,SM d40:1,SM.d40:1__Pp,SM,C45 H91 N2 O6 P,786.6612,10.17,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d40:1,SM d40:1,SM.d40:1__Pp,SM,C45 H91 N2 O6 P,786.662,10.15,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d40:1,SM d40:1,SM.d40:1__Pp,SM,C45 H91 N2 O6 P,786.6613,10.15,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d40:1,SM d40:1,SM.d40:1__Np,SM,C45 H91 N2 O6 P,786.6612,10.17,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d40:1,SM d40:1,SM.d40:1__Np,SM,C45 H91 N2 O6 P,786.662,10.15,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d40:1,SM d40:1,SM.d40:1__Np,SM,C45 H91 N2 O6 P,786.6613,10.15,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d40:2,SM d40:2,SM.d40:2__Np,SM,C45 H89 N2 O6 P,784.6459,9.34,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d41:1,SM d41:1,SM.d41:1__Np,SM,C46 H93 N2 O6 P,800.677,10.59,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d41:2,SM d41:2,SM.d41:2__Np,SM,C46 H91 N2 O6 P,798.6612,9.65,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:1,SM d42:1,SM.d42:1__Np,SM,C47 H95 N2 O6 P,814.6925,10.98,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:1,SM d42:1,SM.d42:1__Np,SM,C47 H95 N2 O6 P,814.6933,10.94,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:1,SM d42:1,SM.d42:1__Np,SM,C47 H95 N2 O6 P,814.6928,10.96,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:1,SM d42:1,SM.d42:1__Pp,SM,C47 H95 N2 O6 P,814.6925,10.98,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:1,SM d42:1,SM.d42:1__Pp,SM,C47 H95 N2 O6 P,814.6933,10.94,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:1,SM d42:1,SM.d42:1__Pp,SM,C47 H95 N2 O6 P,814.6928,10.96,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:1,SM d42:1,SM.d42:1__Np,SM,C47 H95 N2 O6 P,814.6925,10.98,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:1,SM d42:1,SM.d42:1__Np,SM,C47 H95 N2 O6 P,814.6933,10.94,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:1,SM d42:1,SM.d42:1__Np,SM,C47 H95 N2 O6 P,814.6928,10.96,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:2,SM d42:2,SM.d42:2__Pp,SM,C47 H93 N2 O6 P,812.6769,10.06,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:2,SM d42:2,SM.d42:2__Pp,SM,C47 H93 N2 O6 P,812.677,10.05,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:2,SM d42:2,SM.d42:2__Np,SM,C47 H93 N2 O6 P,812.6769,10.06,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:2,SM d42:2,SM.d42:2__Np,SM,C47 H93 N2 O6 P,812.677,10.05,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:3,SM d42:3,SM.d42:3__Np,SM,C47 H91 N2 O6 P,810.661,9.29,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:3,SM d42:3,SM.d42:3__Np,SM,C47 H91 N2 O6 P,810.6612,9.26,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:3,SM d42:3,SM.d42:3__Np,SM,C47 H91 N2 O6 P,810.661,9.29,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d42:3,SM d42:3,SM.d42:3__Np,SM,C47 H91 N2 O6 P,810.6612,9.26,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d43:2,SM d43:2,SM.d43:2__Np,SM,C48 H95 N2 O6 P,826.6927,10.53,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SM d46:1,SM d46:1,SM.d46:1__Np,SM,C51 H103 N2 O6 P,870.7555,12.43,Sphingolipids ,SP,Sphingomyelins,Phosphosphingolipids ,SP03
SPB 22:0;O2,SPB 22:0;O2,SPB.22:0;O2__Pp,SPB,C22 H47 N O2,357.3606,4.13,Sphingolipids ,SP,Sphingoid bases,Sphingoid bases ,
ST 27:1;O,ST 27:1;O,ST.27:1;O__Pp,ST,C27 H46 O,386.3547,13.01,Sterol lipids ,ST,Sterols,Sterols ,ST01
ST 27:1;O,ST 27:1;O,ST.27:1;O__Pp,ST,C27 H46 O,386.3545,6.8,Sterol lipids ,ST,Sterols,Sterols ,ST01
ST 27:1;O,ST 27:1;O,ST.27:1;O__Pp,ST,C27 H46 O,386.3548,13.69,Sterol lipids ,ST,Sterols,Sterols ,ST01
ST 27:1;O,ST 27:1;O,ST.27:1;O__Pp,ST,C27 H46 O,386.3541,10.1,Sterol lipids ,ST,Sterols,Sterols ,ST01
ST 27:1;O_1,ST 27:1;O,ST.27:1;O_1__Pp,ST,C27 H46 O,386.3541,10.1,Sterol lipids ,ST,Sterols,Sterols ,ST01
ST 27:1;O_2,ST 27:1;O,ST.27:1;O_2__Pp,ST,C27 H46 O,386.3541,10.1,Sterol lipids ,ST,Sterols,Sterols ,ST01
ST 27:1;O_3,ST 27:1;O,ST.27:1;O_3__Pp,ST,C27 H46 O,386.3541,10.1,Sterol lipids ,ST,Sterols,Sterols ,ST01
ST 27:2;O,ST 27:2;O,ST.27:2;O__Pp,ST,C27 H44 O,384.3423,4.43,Sterol lipids ,ST,Sterols,Sterols ,ST01
ST 27:2;O,ST 27:2;O,ST.27:2;O__Pp,ST,C27 H44 O,384.3409,11.29,Sterol lipids ,ST,Sterols,Sterols ,ST01
ST 27:2;O_1,ST 27:2;O,ST.27:2;O_1__Pp,ST,C27 H44 O,384.3409,11.29,Sterol lipids ,ST,Sterols,Sterols ,ST01
TG 12:0_12:0_18:0,TG 12:0 12:0 18:0,TG.12:0_12:0_18:0__Pp,TG,C45 H86 O6,722.6424,12.82,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 12:0_12:1_16:0,TG 12:0 12:1 16:0,TG.12:0_12:1_16:0__Pp,TG,C43 H80 O6,692.5951,11.37,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 12:0_16:0_18:1,TG 12:0 16:0 18:1,TG.12:0_16:0_18:1__Pp,TG,C49 H92 O6,776.6895,13.39,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 12:1_16:1_18:1,TG 12:1 16:1 18:1,TG.12:1_16:1_18:1__Pp,TG,C49 H88 O6,772.6581,12.24,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 13:1_16:0_16:0,TG 13:1 16:0 16:0,TG.13:1_16:0_16:0__Pp,TG,C48 H90 O6,762.6736,13.1,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 13:1_16:0_16:1,TG 13:1 16:0 16:1,TG.13:1_16:0_16:1__Pp,TG,C48 H88 O6,760.6581,12.48,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 13:1_16:1_16:1,TG 13:1 16:1 16:1,TG.13:1_16:1_16:1__Pp,TG,C48 H86 O6,758.6434,11.82,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 14:0_14:0_16:0,TG 14:0 14:0 16:0,TG.14:0_14:0_16:0__Pp,TG,C47 H90 O6,750.6741,13.41,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 14:0_16:0_16:0,TG 14:0 16:0 16:0,TG.14:0_16:0_16:0__Pp,TG,C49 H94 O6,778.7051,13.97,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 14:0_16:0_18:1,TG 14:0 16:0 18:1,TG.14:0_16:0_18:1__Pp,TG,C51 H96 O6,804.7212,13.93,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 14:0_16:1_18:1,TG 14:0 16:1 18:1,TG.14:0_16:1_18:1__Pp,TG,C51 H94 O6,802.7053,13.39,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 14:0_17:1_18:2,TG 14:0 17:1 18:2,TG.14:0_17:1_18:2__Pp,TG,C52 H94 O6,814.7051,13.13,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 14:0_18:1_18:2,TG 14:0 18:1 18:2,TG.14:0_18:1_18:2__Pp,TG,C53 H96 O6,828.721,13.41,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 14:0_18:2_18:2,TG 14:0 18:2 18:2,TG.14:0_18:2_18:2__Pp,TG,C53 H94 O6,826.7049,12.9,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 14:0_18:2_18:3,TG 14:0 18:2 18:3,TG.14:0_18:2_18:3__Pp,TG,C53 H92 O6,824.6896,12.41,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 15:0_16:0_16:0,TG 15:0 16:0 16:0,TG.15:0_16:0_16:0__Pp,TG,C50 H96 O6,792.7208,14.15,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 15:0_16:0_16:1,TG 15:0 16:0 16:1,TG.15:0_16:0_16:1__Pp,TG,C50 H94 O6,790.705,13.6,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 15:0_16:0_18:1,TG 15:0 16:0 18:1,TG.15:0_16:0_18:1__Pp,TG,C52 H98 O6,818.7363,14.15,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 15:0_16:1_16:1,TG 15:0 16:1 16:1,TG.15:0_16:1_16:1__Pp,TG,C50 H92 O6,788.6897,13.02,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 15:0_18:1(d7)_15:0,TG 15:0 18:1(d7) 15:0,TG.15:0_18:1(d7)_15:0__Pp,TG,C51 H89 D7 O6,811.7649,13.89,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_16:0_18:0,TG 16:0 16:0 18:0,TG.16:0_16:0_18:0__Pp,TG,C53 H102 O6,834.7681,14.48,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_16:0_18:1,TG 16:0 16:0 18:1,TG.16:0_16:0_18:1__Pp,TG,C53 H100 O6,832.7533,14.3,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_16:0_18:1,TG 16:0 16:0 18:1,TG.16:0_16:0_18:1__Pp,TG,C53 H100 O6,832.7535,13.46,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_16:0_18:1_1,TG 16:0 16:0 18:1,TG.16:0_16:0_18:1_1__Pp,TG,C53 H100 O6,832.7535,13.46,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_16:1_18:1,TG 16:0 16:1 18:1,TG.16:0_16:1_18:1__Pp,TG,C53 H98 O6,830.7362,14.55,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_16:1_18:1,TG 16:0 16:1 18:1,TG.16:0_16:1_18:1__Pp,TG,C53 H98 O6,830.7374,13.92,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_16:1_18:1_1,TG 16:0 16:1 18:1,TG.16:0_16:1_18:1_1__Pp,TG,C53 H98 O6,830.7374,13.92,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_17:0_18:0,TG 16:0 17:0 18:0,TG.16:0_17:0_18:0__Pp,TG,C54 H104 O6,848.7833,14.53,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_17:1_18:1,TG 16:0 17:1 18:1,TG.16:0_17:1_18:1__Pp,TG,C54 H100 O6,844.7521,14.14,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_18:0_18:1,TG 16:0 18:0 18:1,TG.16:0_18:0_18:1__Pp,TG,C55 H104 O6,860.7848,14.47,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_18:1_18:1,TG 16:0 18:1 18:1,TG.16:0_18:1_18:1__Pp,TG,C55 H102 O6,858.769,14.28,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_18:1_18:2,TG 16:0 18:1 18:2,TG.16:0_18:1_18:2__Pp,TG,C55 H100 O6,856.7532,16.21,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_18:1_20:4,TG 16:0 18:1 20:4,TG.16:0_18:1_20:4__Pp,TG,C57 H100 O6,880.7516,13.78,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_18:2_20:4,TG 16:0 18:2 20:4,TG.16:0_18:2_20:4__Pp,TG,C57 H98 O6,878.7361,13.27,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:0_22:0_22:1,TG 16:0 22:0 22:1,TG.16:0_22:0_22:1__Pp,TG,C63 H120 O6,972.908,14.79,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:1_16:1_16:1,TG 16:1 16:1 16:1,TG.16:1_16:1_16:1__Pp,TG,C51 H92 O6,800.6891,12.81,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:1_18:1_18:1,TG 16:1 18:1 18:1,TG.16:1_18:1_18:1__Pp,TG,C55 H100 O6,856.7531,13.95,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:1_18:1_18:2,TG 16:1 18:1 18:2,TG.16:1_18:1_18:2__Pp,TG,C55 H98 O6,854.7367,13.45,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:1_18:2_18:2,TG 16:1 18:2 18:2,TG.16:1_18:2_18:2__Pp,TG,C55 H96 O6,852.7206,12.92,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:1_18:2_18:3,TG 16:1 18:2 18:3,TG.16:1_18:2_18:3__Pp,TG,C55 H94 O6,850.705,12.44,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 16:1_22:0_22:1,TG 16:1 22:0 22:1,TG.16:1_22:0_22:1__Pp,TG,C63 H118 O6,970.8917,14.71,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 17:0_18:0_18:1,TG 17:0 18:0 18:1,TG.17:0_18:0_18:1__Pp,TG,C56 H106 O6,874.7992,14.52,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 17:0_18:1_18:1,TG 17:0 18:1 18:1,TG.17:0_18:1_18:1__Pp,TG,C56 H104 O6,872.7835,14.38,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 17:0_18:1_20:1,TG 17:0 18:1 20:1,TG.17:0_18:1_20:1__Pp,TG,C58 H108 O6,900.8138,14.51,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 17:1_18:1_18:1,TG 17:1 18:1 18:1,TG.17:1_18:1_18:1__Pp,TG,C56 H102 O6,870.7674,14.13,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 17:1_18:1_18:2,TG 17:1 18:1 18:2,TG.17:1_18:1_18:2__Pp,TG,C56 H100 O6,868.7517,13.69,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 17:1_18:2_18:2,TG 17:1 18:2 18:2,TG.17:1_18:2_18:2__Pp,TG,C56 H98 O6,866.7362,13.2,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:0_18:0_18:1,TG 18:0 18:0 18:1,TG.18:0_18:0_18:1__Pp,TG,C57 H108 O6,888.8148,14.58,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:0_18:1_18:1,TG 18:0 18:1 18:1,TG.18:0_18:1_18:1__Pp,TG,C57 H106 O6,886.8,14.45,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:0_18:1_20:0,TG 18:0 18:1 20:0,TG.18:0_18:1_20:0__Pp,TG,C59 H112 O6,916.8449,14.66,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:0_18:1_20:1,TG 18:0 18:1 20:1,TG.18:0_18:1_20:1__Pp,TG,C59 H110 O6,914.8301,14.57,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:1_18:1,TG 18:1 18:1 18:1,TG.18:1_18:1_18:1__Pp,TG,C57 H104 O6,884.7843,14.26,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:1_18:1,TG 18:1 18:1 18:1,TG.18:1_18:1_18:1__Pp,TG,C57 H104 O6,884.7813,14.59,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:1_18:1_1,TG 18:1 18:1 18:1,TG.18:1_18:1_18:1_1__Pp,TG,C57 H104 O6,884.7813,14.59,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:1_18:2,TG 18:1 18:1 18:2,TG.18:1_18:1_18:2__Pp,TG,C57 H102 O6,882.7659,14.49,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:1_18:2,TG 18:1 18:1 18:2,TG.18:1_18:1_18:2__Pp,TG,C57 H102 O6,882.7683,13.94,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:1_18:2_1,TG 18:1 18:1 18:2,TG.18:1_18:1_18:2_1__Pp,TG,C57 H102 O6,882.7683,13.94,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:1_19:1,TG 18:1 18:1 19:1,TG.18:1_18:1_19:1__Pp,TG,C58 H106 O6,898.7991,14.37,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:1_20:1,TG 18:1 18:1 20:1,TG.18:1_18:1_20:1__Pp,TG,C59 H108 O6,912.8148,14.44,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:1_20:2,TG 18:1 18:1 20:2,TG.18:1_18:1_20:2__Pp,TG,C59 H106 O6,910.7992,14.26,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:1_20:4,TG 18:1 18:1 20:4,TG.18:1_18:1_20:4__Pp,TG,C59 H102 O6,906.7672,13.75,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:1_22:4,TG 18:1 18:1 22:4,TG.18:1_18:1_22:4__Pp,TG,C61 H106 O6,934.7996,14.11,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:2_18:2,TG 18:1 18:2 18:2,TG.18:1_18:2_18:2__Pp,TG,C57 H100 O6,880.7519,13.47,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:2_19:1,TG 18:1 18:2 19:1,TG.18:1_18:2_19:1__Pp,TG,C58 H104 O6,896.7836,14.14,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:2_20:3,TG 18:1 18:2 20:3,TG.18:1_18:2_20:3__Pp,TG,C59 H102 O6,906.7678,13.48,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_18:2_20:4,TG 18:1 18:2 20:4,TG.18:1_18:2_20:4__Pp,TG,C59 H100 O6,904.7517,13.27,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:1_20:1_22:4,TG 18:1 20:1 22:4,TG.18:1_20:1_22:4__Pp,TG,C63 H110 O6,962.8304,14.34,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:2_18:2_18:2,TG 18:2 18:2 18:2,TG.18:2_18:2_18:2__Pp,TG,C57 H98 O6,878.7362,12.98,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 18:2_18:2_18:3,TG 18:2 18:2 18:3,TG.18:2_18:2_18:3__Pp,TG,C57 H96 O6,876.7205,12.5,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 20:1_22:1_22:1,TG 20:1 22:1 22:1,TG.20:1_22:1_22:1__Pp,TG,C67 H124 O6,1024.9393,14.76,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 22:0_22:0_22:1,TG 22:0 22:0 22:1,TG.22:0_22:0_22:1__Pp,TG,C69 H132 O6,1057.0005,14.97,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 22:0_22:1_22:1,TG 22:0 22:1 22:1,TG.22:0_22:1_22:1__Pp,TG,C69 H130 O6,1054.9862,14.9,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 22:1_22:1_22:1,TG 22:1 22:1 22:1,TG.22:1_22:1_22:1__Pp,TG,C69 H128 O6,1052.9707,14.82,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 24:0|TG 8:0_8:0_8:0,TG 24:0,TG.24:0|TG.8:0_8:0_8:0__Pp,TG,C27 H50 O6,470.3608,5.34,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 26:0|TG 8:0_8:0_10:0,TG 26:0,TG.26:0|TG.8:0_8:0_10:0__Pp,TG,C29 H54 O6,498.3927,6.15,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 26:0|TG 8:0_8:0_10:0,TG 26:0,TG.26:0|TG.8:0_8:0_10:0__Pp,TG,C29 H54 O6,498.3927,6.15,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 26:0|TG 8:0_8:0_10:0_1,TG 26:0,TG.26:0|TG.8:0_8:0_10:0_1__Pp,TG,C29 H54 O6,498.3927,6.15,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 28:0|TG 8:0_10:0_10:0,TG 28:0,TG.28:0|TG.8:0_10:0_10:0__Pp,TG,C31 H58 O6,526.4241,7.05,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 38:1|TG 8:0_14:0_16:1,TG 38:1,TG.38:1|TG.8:0_14:0_16:1__Pp,TG,C41 H76 O6,664.5636,10.53,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 40:0|TG 12:0_14:0_14:0,TG 40:0,TG.40:0|TG.12:0_14:0_14:0__Pp,TG,C43 H82 O6,694.6114,12.11,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 40:1|TG 8:0_16:0_16:1,TG 40:1,TG.40:1|TG.8:0_16:0_16:1__Pp,TG,C43 H80 O6,692.5949,11.31,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 40:2|TG 8:0_16:1_16:1,TG 40:2,TG.40:2|TG.8:0_16:1_16:1__Pp,TG,C43 H78 O6,690.58,10.53,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 40:2|TG 8:0_16:1_16:1,TG 40:2,TG.40:2|TG.8:0_16:1_16:1__Pp,TG,C43 H78 O6,690.58,10.53,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 40:2|TG 8:0_16:1_16:1_1,TG 40:2,TG.40:2|TG.8:0_16:1_16:1_1__Pp,TG,C43 H78 O6,690.58,10.53,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 41:1|TG 11:0_14:0_16:1,TG 41:1,TG.41:1|TG.11:0_14:0_16:1__Pp,TG,C44 H82 O6,706.6109,11.67,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 41:2|TG 11:0_14:1_16:1,TG 41:2,TG.41:2|TG.11:0_14:1_16:1__Pp,TG,C44 H80 O6,704.5955,10.98,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 42:0|TG 10:0_14:0_18:0,TG 42:0,TG.42:0|TG.10:0_14:0_18:0__Pp,TG,C45 H86 O6,722.6424,12.75,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 42:1,TG 42:1,TG.42:1__Pp,TG,C45 H84 O6,720.6269,12.17,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 42:1|TG 12:0_14:0_16:1,TG 42:1,TG.42:1|TG.12:0_14:0_16:1__Pp,TG,C45 H84 O6,720.6266,12.11,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 42:2,TG 42:2,TG.42:2__Pp,TG,C45 H82 O6,718.6108,11.58,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 42:2|TG 10:0_14:1_18:1,TG 42:2,TG.42:2|TG.10:0_14:1_18:1__Pp,TG,C45 H82 O6,718.6111,11.39,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 42:3|TG 14:1_14:1_14:1,TG 42:3,TG.42:3|TG.14:1_14:1_14:1__Pp,TG,C45 H80 O6,716.5961,10.86,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
