CompoundName,CleanName,CompoundID,LipidABV,Formula,Mass,RT,LargerLipidGroup.ABV,LargerLipidGroup,LIPIDClass_CommonName,LipidClass_LIPID_MAPS,LIPID_MAPS
TG 43:0|TG 14:0_14:0_15:0,TG 43:0,TG.43:0|TG.14:0_14:0_15:0__Pp,TG,C46 H88 O6,736.6583,12.95,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 43:1,TG 43:1,TG.43:1__Pp,TG,C46 H86 O6,734.6422,12.42,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 43:1|TG 11:0_16:0_16:1,TG 43:1,TG.43:1|TG.11:0_16:0_16:1__Pp,TG,C46 H86 O6,734.6421,12.33,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 43:2,TG 43:2,TG.43:2__Pp,TG,C46 H84 O6,732.6275,11.75,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 43:2|TG 11:0_16:1_16:1,TG 43:2,TG.43:2|TG.11:0_16:1_16:1__Pp,TG,C46 H84 O6,732.6275,11.67,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 43:3|TG 13:1_14:1_16:1,TG 43:3,TG.43:3|TG.13:1_14:1_16:1__Pp,TG,C46 H82 O6,730.6109,11.09,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 44:0|TG 14:0_14:0_16:0,TG 44:0,TG.44:0|TG.14:0_14:0_16:0__Pp,TG,C47 H90 O6,750.674,13.35,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 44:1|TG 10:0_16:0_18:1,TG 44:1,TG.44:1|TG.10:0_16:0_18:1__Pp,TG,C47 H88 O6,748.6579,12.74,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 44:2,TG 44:2,TG.44:2__Pp,TG,C47 H86 O6,746.6425,12.21,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 44:2|TG 10:0_16:1_18:1,TG 44:2,TG.44:2|TG.10:0_16:1_18:1__Pp,TG,C47 H86 O6,746.6422,12.12,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 44:3|TG 14:1_14:1_16:1,TG 44:3,TG.44:3|TG.14:1_14:1_16:1__Pp,TG,C47 H84 O6,744.6269,11.54,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 44:4,TG 44:4,TG.44:4__Pp,TG,C47 H82 O6,742.611,10.97,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 45:0|TG 14:0_15:0_16:0,TG 45:0,TG.45:0|TG.14:0_15:0_16:0__Pp,TG,C48 H92 O6,764.6892,13.55,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 45:1|TG 14:0_15:0_16:1,TG 45:1,TG.45:1|TG.14:0_15:0_16:1__Pp,TG,C48 H90 O6,762.6736,12.94,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 45:2|TG 15:0_14:1_16:1,TG 45:2,TG.45:2|TG.15:0_14:1_16:1__Pp,TG,C48 H88 O6,760.658,12.33,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 45:3,TG 45:3,TG.45:3__Pp,TG,C48 H86 O6,758.6434,11.82,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 45:3|TG 14:1_15:1_16:1,TG 45:3,TG.45:3|TG.14:1_15:1_16:1__Pp,TG,C48 H86 O6,758.644,11.77,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 46:0|TG 12:0_14:0_20:0,TG 46:0,TG.46:0|TG.12:0_14:0_20:0__Pp,TG,C49 H94 O6,778.705,13.9,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 46:1|TG 14:0_16:0_16:1,TG 46:1,TG.46:1|TG.14:0_16:0_16:1__Pp,TG,C49 H92 O6,776.6892,13.33,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 46:2,TG 46:2,TG.46:2__Pp,TG,C49 H90 O6,774.6738,12.8,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 46:2;O|TG 14:0_16:1_16:1;O,TG 46:2;O,TG.46:2;O|TG.14:0_16:1_16:1;O__Pp,TG,C49 H90 O7,790.6685,11.02,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 46:2|TG 14:0_16:1_16:1,TG 46:2,TG.46:2|TG.14:0_16:1_16:1__Pp,TG,C49 H90 O6,774.6735,12.73,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 46:3,TG 46:3,TG.46:3__Pp,TG,C49 H88 O6,772.6581,12.24,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 46:3|TG 14:1_16:1_16:1,TG 46:3,TG.46:3|TG.14:1_16:1_16:1__Pp,TG,C49 H88 O6,772.6579,12.13,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 46:4,TG 46:4,TG.46:4__Pp,TG,C49 H86 O6,770.6426,11.66,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 46:4|TG 10:0_18:2_18:2,TG 46:4,TG.46:4|TG.10:0_18:2_18:2__Pp,TG,C49 H86 O6,770.6425,11.61,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 46:5,TG 46:5,TG.46:5__Pp,TG,C49 H84 O6,768.6266,11.07,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 47:0|TG 14:0_16:0_17:0,TG 47:0,TG.47:0|TG.14:0_16:0_17:0__Pp,TG,C50 H96 O6,792.7207,14.11,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 47:1|TG 15:0_16:0_16:1,TG 47:1,TG.47:1|TG.15:0_16:0_16:1__Pp,TG,C50 H94 O6,790.705,13.52,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 47:2|TG 15:0_16:1_16:1,TG 47:2,TG.47:2|TG.15:0_16:1_16:1__Pp,TG,C50 H92 O6,788.6891,12.92,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 47:3,TG 47:3,TG.47:3__Pp,TG,C50 H90 O6,786.6744,12.49,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 47:3;O|TG 15:0_16:1_16:2;O,TG 47:3;O,TG.47:3;O|TG.15:0_16:1_16:2;O__Pp,TG,C50 H90 O7,802.6687,10.62,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 47:3|TG 15:1_16:1_16:1,TG 47:3,TG.47:3|TG.15:1_16:1_16:1__Pp,TG,C50 H90 O6,786.6735,12.41,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 48:0|TG 14:0_16:0_18:0,TG 48:0,TG.48:0|TG.14:0_16:0_18:0__Pp,TG,C51 H98 O6,806.7364,14.28,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 48:1|TG 12:0_18:0_18:1,TG 48:1,TG.48:1|TG.12:0_18:0_18:1__Pp,TG,C51 H96 O6,804.7171,13.37,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 48:1|TG 14:0_16:0_18:1,TG 48:1,TG.48:1|TG.14:0_16:0_18:1__Pp,TG,C51 H96 O6,804.7207,13.87,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 48:2;O|TG 16:0_16:1_16:1;O,TG 48:2;O,TG.48:2;O|TG.16:0_16:1_16:1;O__Pp,TG,C51 H94 O7,818.6999,11.7,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 48:2;O2|TG 16:0_16:0_16:2;O2,TG 48:2;O2,TG.48:2;O2|TG.16:0_16:0_16:2;O2__Pp,TG,C51 H94 O8,834.6947,10.84,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 48:2|TG 14:0_16:1_18:1,TG 48:2,TG.48:2|TG.14:0_16:1_18:1__Pp,TG,C51 H94 O6,802.7049,13.33,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 48:3;O|TG 16:0_16:1_16:2;O,TG 48:3;O,TG.48:3;O|TG.16:0_16:1_16:2;O__Pp,TG,C51 H92 O7,816.6839,11.01,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 48:3;O2|TG 16:1_16:1_16:1;O2,TG 48:3;O2,TG.48:3;O2|TG.16:1_16:1_16:1;O2__Pp,TG,C51 H92 O8,832.6789,10.22,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 48:3|TG 16:1_16:1_16:1,TG 48:3,TG.48:3|TG.16:1_16:1_16:1__Pp,TG,C51 H92 O6,800.689,12.72,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 48:4|TG 12:0_18:1_18:3,TG 48:4,TG.48:4|TG.12:0_18:1_18:3__Pp,TG,C51 H90 O6,798.6739,12.25,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 48:5,TG 48:5,TG.48:5__Pp,TG,C51 H88 O6,796.6592,11.76,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 49:0,TG 49:0,TG.49:0__Pp,TG,C52 H100 O6,820.7522,14.39,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 49:0|TG 15:0_16:0_18:0,TG 49:0,TG.49:0|TG.15:0_16:0_18:0__Pp,TG,C52 H100 O6,820.7519,14.37,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 49:1|TG 15:0_16:0_18:1,TG 49:1,TG.49:1|TG.15:0_16:0_18:1__Pp,TG,C52 H98 O6,818.7361,14.11,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 49:2,TG 49:2,TG.49:2__Pp,TG,C52 H96 O6,816.7206,13.65,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 49:2|TG 15:0_16:0_18:2,TG 49:2,TG.49:2|TG.15:0_16:0_18:2__Pp,TG,C52 H96 O6,816.7205,13.6,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 49:3|TG 15:1_16:1_18:1,TG 49:3,TG.49:3|TG.15:1_16:1_18:1__Pp,TG,C52 H94 O6,814.7056,13.05,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:0|TG 16:0_16:0_18:0,TG 50:0,TG.50:0|TG.16:0_16:0_18:0__Pp,TG,C53 H102 O6,834.7594,14.28,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:0|TG 16:0_16:0_18:0,TG 50:0,TG.50:0|TG.16:0_16:0_18:0__Pp,TG,C53 H102 O6,834.7679,14.46,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:0|TG 16:0_16:0_18:0,TG 50:0,TG.50:0|TG.16:0_16:0_18:0__Pp,TG,C53 H102 O6,834.7682,13.92,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:0|TG 16:0_16:0_18:0_1,TG 50:0,TG.50:0|TG.16:0_16:0_18:0_1__Pp,TG,C53 H102 O6,834.7682,13.92,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:0|TG 16:0_16:0_18:0_2,TG 50:0,TG.50:0|TG.16:0_16:0_18:0_2__Pp,TG,C53 H102 O6,834.7682,13.92,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:1;O|TG 16:0_18:0_16:1;O,TG 50:1;O,TG.50:1;O|TG.16:0_18:0_16:1;O__Pp,TG,C53 H100 O7,848.7461,12.91,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:1|TG 16:0_16:0_18:1,TG 50:1,TG.50:1|TG.16:0_16:0_18:1__Pp,TG,C53 H100 O6,832.7529,14.27,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:2;O|TG 14:0_18:1_18:1;O,TG 50:2;O,TG.50:2;O|TG.14:0_18:1_18:1;O__Pp,TG,C53 H98 O7,846.7312,12.35,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:2;O|TG 16:0_16:1_18:1;O,TG 50:2;O,TG.50:2;O|TG.16:0_16:1_18:1;O__Pp,TG,C53 H98 O7,846.7312,12.16,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:2|TG 16:0_16:1_18:1,TG 50:2,TG.50:2|TG.16:0_16:1_18:1__Pp,TG,C53 H98 O6,830.7272,13.39,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:2|TG 16:0_16:1_18:1,TG 50:2,TG.50:2|TG.16:0_16:1_18:1__Pp,TG,C53 H98 O6,830.7368,13.87,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:2|TG 16:0_16:1_18:1_1,TG 50:2,TG.50:2|TG.16:0_16:1_18:1_1__Pp,TG,C53 H98 O6,830.7368,13.87,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:3;O|TG 16:0_18:1_16:2;O,TG 50:3;O,TG.50:3;O|TG.16:0_18:1_16:2;O__Pp,TG,C53 H96 O7,844.7154,11.75,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:3|TG 14:0_18:1_18:2,TG 50:3,TG.50:3|TG.14:0_18:1_18:2__Pp,TG,C53 H96 O6,828.7206,13.37,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:4|TG 14:0_18:1_18:3,TG 50:4,TG.50:4|TG.14:0_18:1_18:3__Pp,TG,C53 H94 O6,826.7046,12.86,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 50:5|TG 14:0_18:2_18:3,TG 50:5,TG.50:5|TG.14:0_18:2_18:3__Pp,TG,C53 H92 O6,824.6894,12.37,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 51:0|TG 16:0_17:0_18:0,TG 51:0,TG.51:0|TG.16:0_17:0_18:0__Pp,TG,C54 H104 O6,848.7832,14.51,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 51:1,TG 51:1,TG.51:1__Pp,TG,C54 H102 O6,846.7678,14.39,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 51:1|TG 16:0_17:0_18:1,TG 51:1,TG.51:1|TG.16:0_17:0_18:1__Pp,TG,C54 H102 O6,846.7676,14.36,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 51:2|TG 16:0_17:1_18:1,TG 51:2,TG.51:2|TG.16:0_17:1_18:1__Pp,TG,C54 H100 O6,844.7519,14.1,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 51:3,TG 51:3,TG.51:3__Pp,TG,C54 H98 O6,842.7362,13.67,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 51:3|TG 15:0_18:1_18:2,TG 51:3,TG.51:3|TG.15:0_18:1_18:2__Pp,TG,C54 H98 O6,842.736,13.64,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 51:3|TG 17:1_17:1_17:1,TG 51:3,TG.51:3|TG.17:1_17:1_17:1__Pp,TG,C54 H98 O6,842.7361,13.64,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 51:4|TG 16:1_17:1_18:2,TG 51:4,TG.51:4|TG.16:1_17:1_18:2__Pp,TG,C54 H96 O6,840.7207,13.14,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 51:5,TG 51:5,TG.51:5__Pp,TG,C54 H94 O6,838.7047,12.78,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 51:5|TG 15:1_18:2_18:2,TG 51:5,TG.51:5|TG.15:1_18:2_18:2__Pp,TG,C54 H94 O6,838.7054,12.72,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:0,TG 52:0,TG.52:0__Pp,TG,C55 H106 O6,862.7989,14.59,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:0|TG 16:0_18:0_18:0,TG 52:0,TG.52:0|TG.16:0_18:0_18:0__Pp,TG,C55 H106 O6,862.7991,14.57,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:1;O|TG 16:0_18:0_18:1;O,TG 52:1;O,TG.52:1;O|TG.16:0_18:0_18:1;O__Pp,TG,C55 H104 O7,876.7803,13.43,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:1|TG 16:0_18:0_18:1,TG 52:1,TG.52:1|TG.16:0_18:0_18:1__Pp,TG,C55 H104 O6,860.7846,14.45,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:2;O|TG 16:0_18:1_18:1;O,TG 52:2;O,TG.52:2;O|TG.16:0_18:1_18:1;O__Pp,TG,C55 H102 O7,874.7626,12.91,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:2;O|TG 16:0_18:1_18:1;O,TG 52:2;O,TG.52:2;O|TG.16:0_18:1_18:1;O__Pp,TG,C55 H102 O7,874.7629,12.75,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:2;O|TG 16:0_18:1_18:1;O_1,TG 52:2;O,TG.52:2;O|TG.16:0_18:1_18:1;O_1__Pp,TG,C55 H102 O7,874.7629,12.75,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:2|TG 16:0_18:1_18:1,TG 52:2,TG.52:2|TG.16:0_18:1_18:1__Pp,TG,C55 H102 O6,858.7688,14.26,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:2|TG 16:0_18:1_18:1,TG 52:2,TG.52:2|TG.16:0_18:1_18:1__Pp,TG,C55 H102 O6,858.7666,13.4,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:2|TG 16:0_18:1_18:1_1,TG 52:2,TG.52:2|TG.16:0_18:1_18:1_1__Pp,TG,C55 H102 O6,858.7666,13.4,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:3;O|TG 16:0_18:1_18:2;O,TG 52:3;O,TG.52:3;O|TG.16:0_18:1_18:2;O__Pp,TG,C55 H100 O7,872.7462,11.81,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:3;O|TG 16:0_18:1_18:2;O,TG 52:3;O,TG.52:3;O|TG.16:0_18:1_18:2;O__Pp,TG,C55 H100 O7,872.7468,12.16,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:3;O|TG 16:0_18:1_18:2;O_1,TG 52:3;O,TG.52:3;O|TG.16:0_18:1_18:2;O_1__Pp,TG,C55 H100 O7,872.7468,12.16,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:3;O|TG 18:1_18:1_16:1;O,TG 52:3;O,TG.52:3;O|TG.18:1_18:1_16:1;O__Pp,TG,C55 H100 O7,872.7469,12.33,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:3|TG 16:0_18:1_18:2,TG 52:3,TG.52:3|TG.16:0_18:1_18:2__Pp,TG,C55 H100 O6,856.7514,14.6,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:3|TG 16:1_18:1_18:1,TG 52:3,TG.52:3|TG.16:1_18:1_18:1__Pp,TG,C55 H100 O6,856.7531,13.9,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:4;O|TG 16:0_18:2_18:2;O,TG 52:4;O,TG.52:4;O|TG.16:0_18:2_18:2;O__Pp,TG,C55 H98 O7,870.7311,11.59,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:4;O|TG 18:1_18:2_16:1;O,TG 52:4;O,TG.52:4;O|TG.18:1_18:2_16:1;O__Pp,TG,C55 H98 O7,870.7308,11.23,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:4|TG 16:0_18:2_18:2,TG 52:4,TG.52:4|TG.16:0_18:2_18:2__Pp,TG,C55 H98 O6,854.7365,13.41,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:4|TG 16:0_18:2_18:2,TG 52:4,TG.52:4|TG.16:0_18:2_18:2__Pp,TG,C55 H98 O6,854.7365,13.41,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:4|TG 16:0_18:2_18:2_1,TG 52:4,TG.52:4|TG.16:0_18:2_18:2_1__Pp,TG,C55 H98 O6,854.7365,13.41,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:5;O|TG 18:1_18:2_16:2;O,TG 52:5;O,TG.52:5;O|TG.18:1_18:2_16:2;O__Pp,TG,C55 H96 O7,868.7152,11.15,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:5|TG 16:1_18:2_18:2,TG 52:5,TG.52:5|TG.16:1_18:2_18:2__Pp,TG,C55 H96 O6,852.7204,12.87,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 52:6|TG 16:1_18:2_18:3,TG 52:6,TG.52:6|TG.16:1_18:2_18:3__Pp,TG,C55 H94 O6,850.706,12.39,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 53:0,TG 53:0,TG.53:0__Pp,TG,C56 H108 O6,876.8147,14.61,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 53:0|TG 14:0_16:0_23:0,TG 53:0,TG.53:0|TG.14:0_16:0_23:0__Pp,TG,C56 H108 O6,876.8144,14.6,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 53:1|TG 17:0_18:0_18:1,TG 53:1,TG.53:1|TG.17:0_18:0_18:1__Pp,TG,C56 H106 O6,874.7988,14.5,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 53:2|TG 17:0_18:1_18:1,TG 53:2,TG.53:2|TG.17:0_18:1_18:1__Pp,TG,C56 H104 O6,872.7832,14.35,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 53:3|TG 17:1_18:1_18:1,TG 53:3,TG.53:3|TG.17:1_18:1_18:1__Pp,TG,C56 H102 O6,870.7673,14.1,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 53:4|TG 17:1_18:1_18:2,TG 53:4,TG.53:4|TG.17:1_18:1_18:2__Pp,TG,C56 H100 O6,868.7516,13.64,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 53:5|TG 17:1_18:2_18:2,TG 53:5,TG.53:5|TG.17:1_18:2_18:2__Pp,TG,C56 H98 O6,866.7362,13.14,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 53:6|TG 17:1_18:2_18:3,TG 53:6,TG.53:6|TG.17:1_18:2_18:3__Pp,TG,C56 H96 O6,864.721,12.67,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 53:8,TG 53:8,TG.53:8__Pp,TG,C56 H92 O6,860.6904,11.56,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:0|TG 16:0_18:0_20:0,TG 54:0,TG.54:0|TG.16:0_18:0_20:0__Pp,TG,C57 H110 O6,890.8292,14.66,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:1|TG 18:0_18:0_18:1,TG 54:1,TG.54:1|TG.18:0_18:0_18:1__Pp,TG,C57 H108 O6,888.8148,14.56,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:2;O|TG 18:0_18:1_18:1;O,TG 54:2;O,TG.54:2;O|TG.18:0_18:1_18:1;O__Pp,TG,C57 H106 O7,902.8028,13.39,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:2;O|TG 18:0_18:1_18:1;O,TG 54:2;O,TG.54:2;O|TG.18:0_18:1_18:1;O__Pp,TG,C57 H106 O7,902.806,13.42,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:2;O|TG 18:0_18:1_18:1;O_1,TG 54:2;O,TG.54:2;O|TG.18:0_18:1_18:1;O_1__Pp,TG,C57 H106 O7,902.806,13.42,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:2|TG 18:0_18:1_18:1,TG 54:2,TG.54:2|TG.18:0_18:1_18:1__Pp,TG,C57 H106 O6,886.7901,14.24,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:2|TG 18:0_18:1_18:1,TG 54:2,TG.54:2|TG.18:0_18:1_18:1__Pp,TG,C57 H106 O6,886.7998,14.44,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:2|TG 18:0_18:1_18:1_1,TG 54:2,TG.54:2|TG.18:0_18:1_18:1_1__Pp,TG,C57 H106 O6,886.7998,14.44,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:3;O|TG 18:1_18:1_18:1;O,TG 54:3;O,TG.54:3;O|TG.18:1_18:1_18:1;O__Pp,TG,C57 H104 O7,900.7784,12.73,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:3|TG 18:1_18:1_18:1,TG 54:3,TG.54:3|TG.18:1_18:1_18:1__Pp,TG,C57 H104 O6,884.7842,14.24,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:3|TG 18:1_18:1_18:1,TG 54:3,TG.54:3|TG.18:1_18:1_18:1__Pp,TG,C57 H104 O6,884.7845,16.21,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:3|TG 18:1_18:1_18:1_1,TG 54:3,TG.54:3|TG.18:1_18:1_18:1_1__Pp,TG,C57 H104 O6,884.7845,16.21,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:4;O|TG 18:1_18:1_18:2;O,TG 54:4;O,TG.54:4;O|TG.18:1_18:1_18:2;O__Pp,TG,C57 H102 O7,898.7623,12.15,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:4;O2|TG 18:1_18:1_18:2;O2,TG 54:4;O2,TG.54:4;O2|TG.18:1_18:1_18:2;O2__Pp,TG,C57 H102 O8,914.7572,11.6,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:4|TG 18:1_18:1_18:2,TG 54:4,TG.54:4|TG.18:1_18:1_18:2__Pp,TG,C57 H102 O6,882.7681,13.88,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:5;O|TG 18:1_18:2_18:2;O,TG 54:5;O,TG.54:5;O|TG.18:1_18:2_18:2;O__Pp,TG,C57 H100 O7,896.7466,11.59,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:5;O2|TG 18:1_18:1_18:3;O2,TG 54:5;O2,TG.54:5;O2|TG.18:1_18:1_18:3;O2__Pp,TG,C57 H100 O8,912.7411,11.05,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:5|TG 16:0_18:1_20:4,TG 54:5,TG.54:5|TG.16:0_18:1_20:4__Pp,TG,C57 H100 O6,880.7518,13.72,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:5|TG 18:1_18:2_18:2,TG 54:5,TG.54:5|TG.18:1_18:2_18:2__Pp,TG,C57 H100 O6,880.7519,13.41,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
TG 54:5|TG 18:1_18:2_18:2,TG 54:5,TG.54:5|TG.18:1_18:2_18:2__Pp,TG,C57 H100 O6,880.7538,14.51,Glycerolipids ,GL,Triglycerides,Triradylglycerols ,GL03
